,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_relationship,incident_state,incident_city,incident_location,witnesses,total_claim_amount,auto_make,auto_model,auto_year,month_sin,month_cos,severe
759,155.0,35.0,OH,250/500,1000.0,919.37,0.0,459537,FEMALE,Associate,protective-serv,not-in-family,NY,Northbrook,1331 Elm Ridge,3.0,48360.0,Nissan,Maxima,1997.0,-0.8660254037844385,-0.5000000000000004,0
760,78.0,31.0,OH,250/500,1000.0,1377.23,0.0,440757,FEMALE,Masters,armed-forces,unmarried,NY,Hillsdale,9240 Britain Ave,1.0,52290.0,Nissan,Maxima,1997.0,0.8660254037844387,-0.4999999999999998,0
761,440.0,57.0,IL,100/300,1000.0,995.55,5000000.0,604948,MALE,College,protective-serv,wife,SC,Arlington,6668 Andromedia Ridge,3.0,68200.0,Jeep,Wrangler,2007.0,1.0,6.123233995736766e-17,0
762,264.0,43.0,IL,100/300,500.0,1508.12,6000000.0,433275,MALE,PhD,craft-repair,wife,NY,Columbus,5276 2nd Lane,1.0,60750.0,Jeep,Wrangler,2015.0,0.49999999999999994,-0.8660254037844387,0
763,66.0,30.0,IN,500/1000,500.0,484.67,0.0,608309,FEMALE,College,adm-clerical,wife,SC,Arlington,2889 Weaver St,2.0,65560.0,Volkswagen,Passat,2015.0,1.2246467991473532e-16,-1.0,0
764,366.0,50.0,IN,500/1000,1000.0,1561.41,0.0,462767,FEMALE,High School,handlers-cleaners,husband,NY,Arlington,1879 4th Lane,3.0,70290.0,Mercedes,C300,2012.0,-0.4999999999999997,-0.8660254037844388,0
765,188.0,37.0,OH,100/300,500.0,1457.21,0.0,471785,FEMALE,JD,adm-clerical,own-child,SC,Columbus,5499 Elm Hwy,0.0,45000.0,Suburu,Forrestor,2003.0,-1.0,-1.8369701987210297e-16,0
766,224.0,39.0,IL,500/1000,1000.0,1128.71,0.0,601397,FEMALE,JD,prof-specialty,other-relative,VA,Riverwood,8822 Sky St,1.0,61800.0,Suburu,Impreza,2007.0,1.2246467991473532e-16,-1.0,0
767,253.0,46.0,IL,100/300,500.0,1358.2,0.0,477636,FEMALE,MD,transport-moving,husband,NY,Columbus,4254 Best Ridge,0.0,64570.0,Jeep,Wrangler,2001.0,0.8660254037844387,-0.4999999999999998,0
768,446.0,61.0,IL,100/300,1000.0,1232.79,0.0,441967,FEMALE,High School,adm-clerical,unmarried,VA,Springfield,5812 Weaver Ave,0.0,70500.0,Suburu,Forrestor,2007.0,0.8660254037844387,-0.4999999999999998,0
769,169.0,37.0,IL,100/300,1000.0,936.19,0.0,454776,MALE,JD,armed-forces,other-relative,SC,Northbrook,7155 Apache Drive,1.0,57900.0,Audi,A5,2005.0,-2.4492935982947064e-16,1.0,0
770,255.0,46.0,IL,250/500,500.0,1302.34,0.0,431532,FEMALE,JD,prof-specialty,own-child,WV,Northbrook,1376 Pine St,0.0,57860.0,Volkswagen,Jetta,2011.0,-0.5000000000000004,0.8660254037844384,0
771,209.0,39.0,IN,100/300,500.0,1264.99,0.0,614169,MALE,PhD,transport-moving,husband,VA,Northbrook,3340 3rd Hwy,1.0,37800.0,Chevrolet,Silverado,1995.0,-2.4492935982947064e-16,1.0,0
772,210.0,37.0,OH,500/1000,500.0,1467.76,0.0,601425,FEMALE,MD,tech-support,own-child,NY,Northbend,3097 4th Drive,3.0,63300.0,Toyota,Highlander,2000.0,-0.4999999999999997,-0.8660254037844388,0
773,174.0,33.0,IN,250/500,2000.0,1124.43,0.0,477346,FEMALE,College,farming-fishing,own-child,WV,Northbrook,1916 Elm St,1.0,44200.0,Saab,93,1995.0,0.8660254037844387,-0.4999999999999998,0
774,70.0,28.0,IL,250/500,1000.0,1319.81,0.0,613587,MALE,High School,machine-op-inspct,husband,WV,Arlington,8917 Cherokee Lane,0.0,31680.0,Toyota,Camry,2006.0,-0.8660254037844386,0.5000000000000001,0
775,89.0,32.0,IN,100/300,2000.0,1482.53,0.0,620358,FEMALE,MD,tech-support,not-in-family,WV,Northbrook,8492 Weaver Hwy,2.0,100.0,Audi,A3,2002.0,0.49999999999999994,0.8660254037844387,0
776,458.0,61.0,IN,100/300,1000.0,1328.18,0.0,617699,FEMALE,High School,protective-serv,other-relative,WV,Columbus,3753 Francis Lane,1.0,56340.0,Volkswagen,Passat,2003.0,-2.4492935982947064e-16,1.0,0
777,239.0,40.0,IN,100/300,500.0,1463.95,0.0,430567,FEMALE,JD,sales,own-child,NC,Springfield,4545 4th Ridge,0.0,69740.0,Dodge,Neon,2003.0,-0.5000000000000004,0.8660254037844384,0
778,161.0,38.0,IL,100/300,2000.0,1133.85,0.0,439870,MALE,PhD,priv-house-serv,not-in-family,WV,Springfield,2272 Embaracadero Drive,2.0,60480.0,Volkswagen,Jetta,2003.0,0.49999999999999994,0.8660254037844387,0
779,446.0,61.0,IN,500/1000,1000.0,1037.32,0.0,438837,FEMALE,High School,tech-support,wife,NC,Hillsdale,5341 5th Ave,1.0,80880.0,Nissan,Ultima,2005.0,0.49999999999999994,0.8660254037844387,1
780,476.0,61.0,IN,250/500,1000.0,1562.8,0.0,458997,FEMALE,Masters,handlers-cleaners,not-in-family,WV,Hillsdale,7745 Washington Ridge,2.0,49390.0,Suburu,Legacy,2009.0,0.8660254037844387,-0.4999999999999998,0
781,70.0,29.0,IN,100/300,1000.0,1425.79,0.0,604147,FEMALE,MD,armed-forces,other-relative,NC,Riverwood,1275 4th Ridge,3.0,69360.0,Dodge,RAM,2009.0,-2.4492935982947064e-16,1.0,0
782,233.0,41.0,OH,500/1000,2000.0,1615.14,0.0,606638,FEMALE,Associate,tech-support,other-relative,NY,Springfield,4857 Weaver St,1.0,3740.0,Chevrolet,Malibu,2011.0,-0.8660254037844385,-0.5000000000000004,0
783,122.0,33.0,IL,250/500,500.0,1236.5,0.0,619620,MALE,PhD,other-service,husband,NY,Hillsdale,8211 Sky Hwy,1.0,5060.0,Nissan,Ultima,2003.0,1.2246467991473532e-16,-1.0,0
784,335.0,48.0,IL,500/1000,2000.0,1017.97,0.0,441671,FEMALE,MD,machine-op-inspct,wife,WV,Columbus,8617 Best Ave,0.0,35860.0,BMW,X5,2005.0,-1.0,-1.8369701987210297e-16,0
785,257.0,40.0,IN,100/300,2000.0,1306.0,0.0,610381,MALE,Associate,machine-op-inspct,husband,NY,Columbus,9856 Apache St,1.0,50050.0,Ford,Fusion,2008.0,0.8660254037844386,0.5000000000000001,0
786,85.0,27.0,IL,500/1000,2000.0,1174.14,0.0,602416,MALE,College,priv-house-serv,unmarried,NY,Northbend,1951 Best Ave,0.0,59070.0,Toyota,Camry,2012.0,-0.4999999999999997,-0.8660254037844388,0
787,133.0,30.0,IN,500/1000,1000.0,1231.01,0.0,459562,MALE,College,adm-clerical,husband,SC,Riverwood,1824 5th Lane,2.0,28440.0,Dodge,Neon,2007.0,-1.0,-1.8369701987210297e-16,0
788,119.0,34.0,IL,250/500,500.0,1299.18,0.0,463271,FEMALE,College,tech-support,wife,OH,Springfield,7393 Washington St,1.0,45540.0,Honda,Civic,1998.0,-2.4492935982947064e-16,1.0,0
789,169.0,34.0,IN,100/300,500.0,1469.75,0.0,458132,FEMALE,JD,sales,not-in-family,VA,Arlington,1386 Britain St,0.0,38700.0,Volkswagen,Passat,2012.0,-0.4999999999999997,-0.8660254037844388,0
790,225.0,39.0,OH,250/500,500.0,1390.72,0.0,448949,MALE,Masters,tech-support,other-relative,SC,Northbrook,7928 Maple Ridge,1.0,5830.0,Nissan,Pathfinder,2011.0,0.8660254037844387,-0.4999999999999998,0
791,84.0,32.0,IL,500/1000,500.0,1694.09,7000000.0,603732,FEMALE,Associate,prof-specialty,husband,NY,Northbend,1546 Cherokee Ave,2.0,57240.0,BMW,X6,1995.0,1.0,6.123233995736766e-17,0
792,169.0,39.0,OH,100/300,2000.0,1140.15,0.0,608929,MALE,High School,armed-forces,husband,VA,Riverwood,2003 2nd Hwy,3.0,46200.0,Suburu,Legacy,2015.0,-0.8660254037844386,0.5000000000000001,0
793,124.0,32.0,IN,100/300,1000.0,1310.71,0.0,469875,FEMALE,Masters,farming-fishing,wife,NY,Columbus,9418 5th Hwy,1.0,57700.0,Toyota,Camry,2003.0,-0.8660254037844385,-0.5000000000000004,0
794,320.0,48.0,IL,250/500,2000.0,1730.49,7000000.0,443342,MALE,College,transport-moving,not-in-family,WV,Northbrook,8770 1st Lane,0.0,56160.0,Saab,95,1995.0,0.8660254037844387,-0.4999999999999998,0
795,297.0,47.0,IN,250/500,500.0,1616.65,7000000.0,456363,MALE,MD,adm-clerical,unmarried,WV,Columbus,1087 Flute Drive,3.0,44400.0,Jeep,Grand Cherokee,1999.0,-0.5000000000000004,0.8660254037844384,0
796,421.0,56.0,IN,100/300,500.0,1935.85,4000000.0,470826,MALE,Masters,machine-op-inspct,own-child,NY,Hillsdale,2217 Tree Lane,3.0,92730.0,Mercedes,E400,2004.0,0.8660254037844386,0.5000000000000001,1
797,136.0,33.0,OH,250/500,1000.0,855.14,0.0,458582,FEMALE,PhD,craft-repair,not-in-family,NC,Northbrook,6741 Oak Ridge,1.0,30700.0,Toyota,Corolla,2015.0,0.8660254037844387,-0.4999999999999998,0
798,46.0,24.0,OH,250/500,2000.0,1568.47,4000000.0,454480,FEMALE,High School,armed-forces,unmarried,NY,Northbrook,2123 MLK Ridge,0.0,56600.0,Toyota,Camry,1999.0,0.8660254037844386,0.5000000000000001,0
799,34.0,24.0,IN,500/1000,2000.0,1550.53,0.0,435632,FEMALE,MD,armed-forces,own-child,VA,Hillsdale,4390 4th Drive,1.0,3960.0,Audi,A3,1998.0,1.2246467991473532e-16,-1.0,0
800,95.0,30.0,IL,250/500,2000.0,1370.92,0.0,442206,MALE,College,transport-moving,unmarried,SC,Arlington,1437 3rd Lane,3.0,34800.0,Accura,MDX,1999.0,1.0,6.123233995736766e-17,0
801,140.0,36.0,IN,250/500,500.0,1363.59,0.0,468303,FEMALE,JD,armed-forces,not-in-family,NY,Riverwood,1186 Rock St,0.0,79500.0,Chevrolet,Tahoe,2000.0,0.49999999999999994,-0.8660254037844387,1
802,200.0,34.0,IN,250/500,1000.0,828.42,3000000.0,467762,FEMALE,College,prof-specialty,other-relative,NY,Arlington,4394 Oak St,2.0,56000.0,Chevrolet,Malibu,2009.0,-2.4492935982947064e-16,1.0,0
803,123.0,29.0,IN,250/500,500.0,1209.63,0.0,447188,FEMALE,Masters,machine-op-inspct,not-in-family,NC,Arlington,8368 Cherokee Ave,0.0,73260.0,Volkswagen,Jetta,2014.0,-0.8660254037844385,-0.5000000000000004,1
804,267.0,46.0,OH,250/500,2000.0,1111.17,0.0,469438,MALE,MD,craft-repair,unmarried,WV,Arlington,4905 Best Lane,3.0,4950.0,Toyota,Camry,1995.0,-0.8660254037844385,-0.5000000000000004,0
805,290.0,42.0,IN,500/1000,500.0,989.97,0.0,462519,MALE,Masters,machine-op-inspct,own-child,WV,Hillsdale,3618 Sky Ave,1.0,48000.0,Saab,95,2013.0,0.49999999999999994,0.8660254037844387,0
806,45.0,37.0,IN,250/500,1000.0,1114.23,0.0,432534,MALE,College,prof-specialty,wife,SC,Arlington,5459 MLK Ave,1.0,52200.0,Nissan,Pathfinder,2005.0,-2.4492935982947064e-16,1.0,0
807,186.0,38.0,IN,250/500,2000.0,1347.31,0.0,436467,FEMALE,JD,protective-serv,unmarried,NY,Springfield,1371 Texas Lane,3.0,73800.0,Audi,A3,1995.0,-0.4999999999999997,-0.8660254037844388,1
808,135.0,34.0,IL,250/500,2000.0,1687.53,0.0,465674,FEMALE,JD,protective-serv,other-relative,NC,Northbend,2654 Embaracadero St,2.0,78200.0,Audi,A3,2009.0,0.49999999999999994,-0.8660254037844387,1
809,110.0,33.0,IN,250/500,1000.0,1183.48,0.0,442389,MALE,Associate,other-service,husband,VA,Northbend,2123 Texas Ave,3.0,55200.0,Saab,93,2015.0,0.8660254037844387,-0.4999999999999998,0
810,259.0,43.0,IL,500/1000,2000.0,1537.13,0.0,471614,FEMALE,PhD,handlers-cleaners,own-child,NY,Northbend,4538 Flute Hwy,2.0,57060.0,Ford,Fusion,2012.0,0.8660254037844386,0.5000000000000001,0
811,114.0,30.0,OH,250/500,1000.0,1173.25,0.0,442936,FEMALE,Masters,protective-serv,husband,WV,Arlington,4434 Weaver St,3.0,4680.0,Chevrolet,Malibu,2013.0,-0.4999999999999997,-0.8660254037844388,0
812,404.0,56.0,IN,250/500,1000.0,1361.16,4000000.0,437944,FEMALE,Masters,transport-moving,not-in-family,VA,Hillsdale,2798 1st Ave,0.0,53100.0,Accura,MDX,2005.0,0.8660254037844387,-0.4999999999999998,0
813,282.0,48.0,OH,500/1000,2000.0,1422.56,7000000.0,473705,FEMALE,MD,prof-specialty,husband,WV,Springfield,2809 Francis Lane,2.0,3520.0,Accura,MDX,2013.0,1.0,6.123233995736766e-17,0
814,57.0,25.0,IL,500/1000,2000.0,1143.06,0.0,469363,FEMALE,Masters,tech-support,own-child,VA,Riverwood,7281 Oak St,1.0,72900.0,Nissan,Maxima,2010.0,0.49999999999999994,0.8660254037844387,1
815,215.0,38.0,IN,250/500,500.0,1405.71,0.0,465376,FEMALE,PhD,craft-repair,unmarried,SC,Arlington,9878 Washington Ave,1.0,70700.0,Volkswagen,Passat,2008.0,1.0,6.123233995736766e-17,1
816,140.0,30.0,IL,100/300,500.0,1354.2,0.0,438775,FEMALE,College,adm-clerical,wife,SC,Columbus,2537 5th Ave,0.0,60170.0,Nissan,Pathfinder,2006.0,1.2246467991473532e-16,-1.0,0
817,250.0,42.0,IN,100/300,500.0,1055.6,0.0,457962,MALE,High School,exec-managerial,husband,SC,Columbus,8493 Apache Drive,1.0,74800.0,Ford,Fusion,2009.0,-0.5000000000000004,0.8660254037844384,1
818,286.0,41.0,IL,250/500,1000.0,999.43,0.0,477947,MALE,College,prof-specialty,wife,WV,Northbend,2878 Britain Hwy,0.0,4100.0,Chevrolet,Malibu,2009.0,-0.8660254037844385,-0.5000000000000004,0
819,356.0,47.0,IN,250/500,2000.0,1155.97,0.0,431104,MALE,High School,prof-specialty,husband,SC,Columbus,2862 Tree Ridge,3.0,61490.0,Dodge,RAM,2009.0,-0.8660254037844385,-0.5000000000000004,0
820,65.0,29.0,IL,250/500,1000.0,1726.91,0.0,456570,MALE,High School,other-service,own-child,VA,Hillsdale,4453 Best Ave,0.0,7200.0,Audi,A5,1999.0,-0.8660254037844385,-0.5000000000000004,0
821,187.0,34.0,IN,500/1000,500.0,1232.57,0.0,612986,FEMALE,PhD,machine-op-inspct,not-in-family,NY,Arlington,5191 4th St,0.0,45100.0,Nissan,Pathfinder,2011.0,1.0,6.123233995736766e-17,0
822,386.0,53.0,OH,250/500,500.0,1078.65,0.0,615730,MALE,JD,craft-repair,not-in-family,WV,Northbend,1364 Best St,3.0,66660.0,Honda,Civic,2006.0,-0.8660254037844386,0.5000000000000001,0
823,197.0,41.0,OH,500/1000,1000.0,1324.78,0.0,478640,FEMALE,PhD,prof-specialty,not-in-family,NC,Northbrook,8946 2nd Drive,2.0,76400.0,Volkswagen,Jetta,1997.0,1.2246467991473532e-16,-1.0,1
824,166.0,37.0,IN,250/500,500.0,1518.54,0.0,470510,FEMALE,MD,craft-repair,not-in-family,PA,Riverwood,3726 MLK Hwy,1.0,58300.0,Ford,F150,2001.0,-2.4492935982947064e-16,1.0,0
825,293.0,49.0,IL,100/300,2000.0,1239.06,0.0,439360,FEMALE,JD,transport-moving,husband,SC,Riverwood,2820 Britain St,1.0,57310.0,Volkswagen,Passat,2002.0,-2.4492935982947064e-16,1.0,0
826,179.0,32.0,OH,500/1000,2000.0,1246.68,0.0,440251,FEMALE,PhD,priv-house-serv,own-child,NY,Arlington,2646 MLK Drive,1.0,53100.0,Suburu,Impreza,2006.0,-2.4492935982947064e-16,1.0,0
827,76.0,24.0,OH,250/500,1000.0,1622.67,0.0,600313,FEMALE,MD,priv-house-serv,husband,WV,Riverwood,6256 Elm St,1.0,74700.0,Suburu,Forrestor,1997.0,1.2246467991473532e-16,-1.0,1
828,105.0,28.0,OH,250/500,500.0,1082.36,0.0,452216,FEMALE,Associate,prof-specialty,own-child,SC,Riverwood,9724 Maple St,2.0,60500.0,Audi,A5,1995.0,-2.4492935982947064e-16,1.0,0
829,97.0,26.0,OH,250/500,1000.0,1270.55,0.0,478532,MALE,Masters,protective-serv,unmarried,NC,Riverwood,7397 4th Drive,3.0,84920.0,Jeep,Wrangler,2006.0,-0.8660254037844386,0.5000000000000001,1
830,148.0,36.0,IL,500/1000,1000.0,1236.32,5000000.0,616929,FEMALE,MD,adm-clerical,own-child,PA,Northbrook,3488 Flute Lane,0.0,61050.0,Dodge,Neon,2009.0,0.49999999999999994,0.8660254037844387,0
831,77.0,26.0,IL,250/500,2000.0,785.82,0.0,620207,MALE,JD,exec-managerial,other-relative,NY,Hillsdale,9082 3rd Lane,0.0,69080.0,Audi,A5,2009.0,0.49999999999999994,-0.8660254037844387,0
832,295.0,46.0,IN,250/500,500.0,1265.84,0.0,605743,FEMALE,JD,prof-specialty,own-child,VA,Arlington,1941 5th Ridge,3.0,4560.0,Nissan,Pathfinder,2007.0,-2.4492935982947064e-16,1.0,0
833,126.0,28.0,IN,250/500,500.0,1508.9,0.0,472814,FEMALE,JD,machine-op-inspct,other-relative,WV,Northbend,5333 MLK Lane,1.0,67800.0,Ford,F150,2011.0,0.49999999999999994,0.8660254037844387,0
834,132.0,32.0,OH,250/500,2000.0,1106.84,0.0,464362,MALE,PhD,other-service,wife,SC,Riverwood,4577 Sky Hwy,1.0,5600.0,Suburu,Legacy,2005.0,-0.5000000000000004,0.8660254037844384,0
835,370.0,55.0,IN,500/1000,2000.0,1389.13,7000000.0,456203,MALE,JD,other-service,wife,NC,Northbrook,4814 Lincoln Lane,2.0,9000.0,Mercedes,ML350,2015.0,-2.4492935982947064e-16,1.0,0
836,257.0,43.0,IN,100/300,1000.0,974.84,0.0,468984,FEMALE,JD,transport-moving,other-relative,VA,Northbend,2381 1st Hwy,1.0,85320.0,Nissan,Pathfinder,2006.0,0.49999999999999994,-0.8660254037844387,1
837,9.0,24.0,IL,100/300,2000.0,1304.46,0.0,473349,FEMALE,PhD,machine-op-inspct,other-relative,NC,Arlington,6939 3rd Hwy,3.0,5940.0,Audi,A5,2001.0,0.49999999999999994,-0.8660254037844387,0
838,185.0,34.0,OH,250/500,500.0,1257.36,0.0,474771,FEMALE,PhD,armed-forces,husband,SC,Arlington,5269 Flute Hwy,1.0,51370.0,BMW,M5,2000.0,0.8660254037844387,-0.4999999999999998,0
839,234.0,43.0,OH,250/500,500.0,1257.04,0.0,448294,MALE,Associate,protective-serv,own-child,SC,Northbrook,7197 2nd Drive,2.0,51600.0,Dodge,Neon,2011.0,1.0,6.123233995736766e-17,0
840,253.0,44.0,OH,100/300,2000.0,719.52,0.0,606606,FEMALE,High School,farming-fishing,own-child,SC,Arlington,1741 Best Ridge,3.0,5400.0,Chevrolet,Malibu,1998.0,0.49999999999999994,-0.8660254037844387,0
841,233.0,39.0,OH,500/1000,2000.0,1524.18,0.0,605220,MALE,JD,craft-repair,unmarried,SC,Northbrook,9148 4th Hwy,0.0,48870.0,Saab,95,1999.0,0.49999999999999994,0.8660254037844387,0
842,274.0,44.0,IN,500/1000,500.0,1395.58,0.0,466612,FEMALE,JD,tech-support,husband,WV,Springfield,4279 Solo Drive,1.0,5590.0,BMW,X5,2000.0,-0.8660254037844385,-0.5000000000000004,0
843,297.0,48.0,IL,500/1000,1000.0,1243.68,0.0,463331,MALE,Masters,protective-serv,wife,NY,Springfield,9177 Texas Ave,2.0,54960.0,Toyota,Corolla,2002.0,-0.4999999999999997,-0.8660254037844388,0
844,273.0,47.0,OH,500/1000,1000.0,1189.04,0.0,457843,FEMALE,Associate,prof-specialty,own-child,VA,Northbrook,5969 Francis St,3.0,39800.0,Jeep,Wrangler,2014.0,-1.0,-1.8369701987210297e-16,0
845,147.0,37.0,IN,500/1000,2000.0,1375.29,0.0,609226,FEMALE,Masters,armed-forces,own-child,SC,Columbus,9942 Tree Ave,1.0,56160.0,Ford,Fusion,2015.0,0.8660254037844387,-0.4999999999999998,0
846,285.0,42.0,IN,100/300,500.0,1389.13,0.0,452942,MALE,Associate,priv-house-serv,not-in-family,VA,Hillsdale,5474 Weaver Hwy,3.0,52700.0,Toyota,Corolla,2005.0,1.0,6.123233995736766e-17,0
847,289.0,43.0,OH,500/1000,1000.0,1387.51,0.0,609390,FEMALE,Associate,sales,not-in-family,NY,Riverwood,1102 Apache Hwy,3.0,68580.0,Jeep,Wrangler,2010.0,-2.4492935982947064e-16,1.0,0
848,427.0,60.0,IN,100/300,1000.0,1178.61,7000000.0,446608,MALE,MD,craft-repair,own-child,NY,Springfield,9214 Texas Drive,2.0,90860.0,Volkswagen,Jetta,2004.0,-2.4492935982947064e-16,1.0,1
849,380.0,53.0,IL,250/500,2000.0,1166.62,6000000.0,602500,MALE,Associate,priv-house-serv,wife,NC,Northbend,8991 Texas Hwy,3.0,5700.0,Saab,93,2001.0,0.49999999999999994,-0.8660254037844387,0
850,13.0,21.0,IN,100/300,1000.0,1556.31,0.0,463809,MALE,Associate,prof-specialty,not-in-family,NY,Hillsdale,9580 MLK Ave,0.0,94930.0,Accura,RSX,2014.0,-0.8660254037844386,0.5000000000000001,1
851,282.0,43.0,OH,250/500,500.0,1452.27,0.0,611996,MALE,MD,farming-fishing,not-in-family,SC,Northbend,5868 Best Drive,2.0,46800.0,Audi,A5,2007.0,-0.4999999999999997,-0.8660254037844388,0
852,312.0,47.0,OH,500/1000,1000.0,1212.07,0.0,459298,FEMALE,MD,exec-managerial,wife,NY,Northbend,5318 5th Ave,3.0,56320.0,Mercedes,ML350,2000.0,1.2246467991473532e-16,-1.0,0
853,266.0,46.0,OH,100/300,2000.0,1578.54,0.0,468158,MALE,Associate,handlers-cleaners,husband,WV,Hillsdale,7502 Rock Lane,3.0,83490.0,Nissan,Pathfinder,1996.0,0.8660254037844386,0.5000000000000001,1
854,30.0,36.0,IN,500/1000,500.0,1488.26,0.0,440831,FEMALE,College,machine-op-inspct,wife,WV,Northbrook,4627 Elm Ridge,2.0,57900.0,Saab,95,2008.0,0.49999999999999994,-0.8660254037844387,0
855,198.0,36.0,IN,250/500,1000.0,1096.39,0.0,603848,MALE,High School,armed-forces,own-child,SC,Springfield,5584 Britain Lane,3.0,49410.0,Audi,A3,2015.0,0.8660254037844386,0.5000000000000001,0
856,290.0,45.0,OH,500/1000,2000.0,1215.36,0.0,617739,MALE,Associate,tech-support,own-child,WV,Northbend,7002 Oak Hwy,1.0,66200.0,Suburu,Impreza,2012.0,-0.5000000000000004,0.8660254037844384,0
857,260.0,46.0,OH,100/300,2000.0,1482.57,0.0,607133,MALE,MD,priv-house-serv,husband,NY,Columbus,4780 Best Drive,1.0,64080.0,Toyota,Camry,2005.0,0.8660254037844386,0.5000000000000001,0
858,233.0,43.0,OH,250/500,1000.0,954.18,0.0,437470,FEMALE,College,tech-support,other-relative,SC,Northbrook,8995 1st Ave,3.0,42500.0,Nissan,Pathfinder,2000.0,0.49999999999999994,-0.8660254037844387,0
859,130.0,30.0,IL,500/1000,2000.0,1193.4,0.0,461372,MALE,PhD,exec-managerial,own-child,SC,Columbus,5586 2nd St,3.0,48950.0,Suburu,Legacy,2005.0,-0.8660254037844385,-0.5000000000000004,0
860,230.0,42.0,IN,100/300,1000.0,1023.11,0.0,476130,FEMALE,MD,adm-clerical,own-child,NY,Northbend,1589 Best Ave,2.0,58850.0,Accura,MDX,1999.0,-0.5000000000000004,0.8660254037844384,0
861,212.0,40.0,IL,500/1000,1000.0,1524.45,0.0,452438,FEMALE,Masters,other-service,husband,NY,Northbrook,1880 Weaver Drive,2.0,82400.0,Nissan,Pathfinder,2006.0,0.49999999999999994,0.8660254037844387,1
862,299.0,44.0,OH,500/1000,1000.0,1653.32,0.0,460517,FEMALE,College,other-service,other-relative,WV,Springfield,7295 Tree Hwy,0.0,54240.0,Suburu,Impreza,2009.0,-0.5000000000000004,0.8660254037844384,0
863,91.0,26.0,IL,250/500,1000.0,1022.46,0.0,444896,FEMALE,Associate,armed-forces,other-relative,SC,Arlington,8832 Pine Drive,2.0,74200.0,Jeep,Wrangler,1996.0,-0.8660254037844386,0.5000000000000001,1
864,398.0,53.0,IL,100/300,2000.0,1396.43,0.0,448722,FEMALE,Associate,priv-house-serv,unmarried,WV,Hillsdale,1620 Oak Ave,1.0,47430.0,Toyota,Camry,2000.0,-2.4492935982947064e-16,1.0,0
865,218.0,43.0,IL,250/500,500.0,1521.55,0.0,477856,FEMALE,Associate,priv-house-serv,other-relative,SC,Hillsdale,3847 Elm Hwy,3.0,68200.0,Dodge,RAM,2003.0,0.8660254037844386,0.5000000000000001,0
866,152.0,33.0,IN,100/300,1000.0,1034.27,0.0,617721,FEMALE,JD,armed-forces,husband,NY,Hillsdale,3177 MLK Ridge,0.0,63900.0,Accura,TL,2014.0,1.2246467991473532e-16,-1.0,0
867,212.0,39.0,OH,100/300,1000.0,1255.35,0.0,454176,FEMALE,JD,protective-serv,not-in-family,NY,Riverwood,3929 Oak Drive,3.0,59300.0,Dodge,RAM,2008.0,1.0,6.123233995736766e-17,0
868,242.0,44.0,IL,500/1000,2000.0,1396.89,6000000.0,618127,FEMALE,College,priv-house-serv,other-relative,SC,Springfield,1469 Lincoln Drive,2.0,66900.0,Suburu,Forrestor,1999.0,-0.4999999999999997,-0.8660254037844388,0
869,80.0,27.0,OH,500/1000,500.0,795.31,0.0,441923,MALE,JD,farming-fishing,husband,OH,Arlington,9719 4th Lane,3.0,40810.0,Ford,F150,2000.0,-1.0,-1.8369701987210297e-16,0
870,260.0,43.0,IN,100/300,500.0,982.22,0.0,604279,FEMALE,JD,exec-managerial,not-in-family,NY,Riverwood,3196 Cherokee St,0.0,75400.0,Honda,CRV,2011.0,1.2246467991473532e-16,-1.0,1
871,133.0,34.0,IN,500/1000,500.0,1074.07,0.0,440833,FEMALE,JD,prof-specialty,husband,WV,Northbend,8492 Andromedia Ridge,0.0,4200.0,Jeep,Wrangler,2013.0,-0.8660254037844386,0.5000000000000001,0
872,290.0,45.0,OH,100/300,1000.0,1311.3,0.0,451550,FEMALE,Associate,machine-op-inspct,wife,NY,Hillsdale,1353 Washington St,0.0,52650.0,Ford,F150,2001.0,-0.4999999999999997,-0.8660254037844388,0
873,322.0,49.0,IL,250/500,2000.0,1277.12,0.0,431853,FEMALE,PhD,armed-forces,own-child,WV,Hillsdale,6731 Andromedia Hwy,2.0,42240.0,Chevrolet,Malibu,2007.0,-1.0,-1.8369701987210297e-16,0
874,228.0,39.0,IN,500/1000,500.0,1388.62,0.0,614274,FEMALE,JD,sales,husband,NC,Riverwood,5769 Texas Lane,0.0,59490.0,Mercedes,ML350,1995.0,-1.0,-1.8369701987210297e-16,0
875,195.0,37.0,IL,100/300,1000.0,1406.52,8000000.0,619148,MALE,MD,tech-support,unmarried,SC,Arlington,2849 Pine Drive,2.0,44200.0,Jeep,Wrangler,2002.0,-0.4999999999999997,-0.8660254037844388,0
876,247.0,39.0,IN,100/300,500.0,1558.29,0.0,456781,FEMALE,Masters,protective-serv,unmarried,WV,Springfield,2577 Texas Ridge,2.0,7700.0,Saab,93,2000.0,-0.8660254037844386,0.5000000000000001,0
877,405.0,57.0,IN,500/1000,1000.0,1132.47,4000000.0,434293,MALE,MD,priv-house-serv,other-relative,NY,Northbend,3841 Washington Lane,3.0,61440.0,Saab,93,2008.0,-2.4492935982947064e-16,1.0,0
